ID, Name, Background, Base, Eyes, Head, Clothes, Name 1/1
2558, Starbirds #2558, Grey, Grey Scout, Sunset Shades, Hair, Diamons Necklace, 
2559, Starbirds #2559, Green, Red Fighter, Rainbow Shades, Hair, Orange SB, 
2560, Starbirds #2560, Grey, Blue Protector, Green Shades, Star, Cyber Jacket, 
2561, Starbirds #2561, Purple, Blue Scout, Wide, Star, Red Scarf, 
2562, Starbirds #2562, Gradient, Black Scout, Angry Eyes, Black Red, Red Scarf, 
2563, Starbirds #2563, Pink, Grey Scout, Tired, White Bucket Hat, Green Hoodie, 
2564, Starbirds #2564, Grey, Red Fighter, Wide, Gold, Blue Hoodie, 
2565, Starbirds #2565, Clouds, Blue Fighter, Stars, White Bucket Hat, None, 
2566, Starbirds #2566, Yellow, Black Scout, Chill, Wifi, Blue scarf, 
2567, Starbirds #2567, Purple Space, Black Scout, Tired, Baby Seal, Green Scarf, 
2568, Starbirds #2568, Purple, Grey Fighter, Sunset Shades, Moonrock, Red Scarf, 
2569, Starbirds #2569, Pink, Purple Fighter, Sunset Shades, Low Battery, Red SB, 
2570, Starbirds #2570, Green Space, Purple Fighter, Tired, None, Blue Shirt, 
2571, Starbirds #2571, Space, Purple Protector, Sunset Shades, Hair, Green Hoodie, 
2572, Starbirds #2572, Clouds, Red Protector, Cyborg, Moon, Diamons Necklace, 
2573, Starbirds #2573, Yellow, Brown Scout, Aviators, Blue Bucket, Blue Shirt, 
2574, Starbirds #2574, Pink, Brown Royal, Sunset Shades, Beer Hat, SB Tee, 
2575, Starbirds #2575, Space, Grey Protector, Sleeping, None, None, 
2576, Starbirds #2576, Space, Purple Fighter, Derp, Indian, Red Scarf, 
2577, Starbirds #2577, Fire, Purple Fighter, Neon Shades, Star, Cyber Jacket, 
2578, Starbirds #2578, Purple, Brown Protector, Aviators, White Bucket Hat, Red SB, 
2579, Starbirds #2579, Fire, Blue Royal, Aviators, Blue Bucket, Diamons Necklace, 
2580, Starbirds #2580, Blue, Purple Scout, Green Shades, Star, Green Hoodie, 
2581, Starbirds #2581, Purple, Purple Protector, Green Eyes, Grey Hat, Red Scarf, 
2582, Starbirds #2582, , , , , , Robobird
2583, Starbirds #2583, Pink, Black Fighter, Aviators, Robot Antenna, Blue Shirt, 
2584, Starbirds #2584, Green, Grey Fighter, Sleeping, Electricity, Gold Robe, 
2585, Starbirds #2585, Green, Red, Wide, Robot Antenna, Blue Shirt, 
2586, Starbirds #2586, Blue, Brown Royal, Green Eyes, Moon, Red Scarf, 
2587, Starbirds #2587, Clouds, Brown Figher, Sleeping, Hair, Diamons Necklace, 
2588, Starbirds #2588, Blue, Red Fighter, Chill, Ear Muffs, SB Tee, 
2589, Starbirds #2589, Blue, Red Fighter, Derp, Space Ship, Blue Hoodie, 
2590, Starbirds #2590, Blue, Red Fighter, Cyborg, Ded, Green SB, 
2591, Starbirds #2591, Pink, Black Royal, Wide, Wifi, Gold Robe, 
2592, Starbirds #2592, Yellow, Grey Protector, Cyborg, Indian, SB Tee, 
2593, Starbirds #2593, Green, Black Royal, Sunset Shades, Star, Kings Robe, 
2594, Starbirds #2594, Purple Space, Brown Royal, Green Shades, None, Orange SB, 
2595, Starbirds #2595, Green Space, Blue Protector, Tired, Cowboy, None, 
2596, Starbirds #2596, Blue, Brown Protector, Round glasses, Black Red, Blue Shirt, 
2597, Starbirds #2597, Pink, Grey Protector, Vipers, Grey Hat, SB Tee, 
2598, Starbirds #2598, Grey, Grey Protector, Chill, Cyborg Antlers, Red SB, 
2599, Starbirds #2599, Grey, Gold Scout, Sleeping, Star, Blue Hoodie, 
2600, Starbirds #2600, Purple, Blue Scout, Green Eyes, Star, Green SB, 
2601, Starbirds #2601, Purple Space, Red, Chill, Moonrock, None, 
2602, Starbirds #2602, Yellow, Grey Protector, Angry Eyes, Moon, Blue scarf, 
2603, Starbirds #2603, Clouds, Grey Scout, Chill, Grey Hat, Orange SB, 
2604, Starbirds #2604, Yellow, Brown Protector, Sunset Shades, Moon, Green SB, 
2605, Starbirds #2605, Pink, Grey Scout, Wide, None, Gold chain, 
2606, Starbirds #2606, Purple Space, Gold Protector, Vipers, Low Battery, Blue Shirt, 
2607, Starbirds #2607, Clouds, Purple Royal, Chill, Moonrock, Green Scarf, 
2608, Starbirds #2608, Green, Gold Fighter, Green Eyes, Moon, Orange SB, 
2609, Starbirds #2609, Fire, Red Protector, Round glasses, Robot Antenna, Orange SB, 
2610, Starbirds #2610, Blue, Black Fighter, Green Shades, White Bucket Hat, Cyber Jacket, 
2611, Starbirds #2611, Fire, Brown Scout, Wide, Wizard Hat, Red SB, 
2612, Starbirds #2612, Green Space, Brown Protector, Sunset Shades, Gold, Green Hoodie, 
2613, Starbirds #2613, Grey, Purple Scout, Derp, Indian, Green Scarf, 
2614, Starbirds #2614, Grey, Brown Figher, Neon Shades, Robot Antenna, Green Scarf, 
2615, Starbirds #2615, Grey, Brown Figher, Chill, White Bucket Hat, Red SB, 
2616, Starbirds #2616, Purple Space, Purple Fighter, Derp, Low Battery, Green Scarf, 
2617, Starbirds #2617, Grey, Blue Protector, Sunset Shades, Wizard Hat, Green SB, 
2618, Starbirds #2618, Fire, Black Scout, Cyborg, White Bucket Hat, Blue Hoodie, 
2619, Starbirds #2619, Purple, Brown Protector, Derp, Wizard Hat, Blue Shirt, 
2620, Starbirds #2620, Blue, Grey Royal, Sunset Shades, Blue Bucket, None, 
2621, Starbirds #2621, Purple, Grey Fighter, Green Eyes, Cyborg Antlers, None, 
2622, Starbirds #2622, Fire, Grey Fighter, Sunset Shades, Cowboy, Blue scarf, 
2623, Starbirds #2623, Yellow, Purple Protector, Angry Eyes, Cyborg Antlers, Orange SB, 
2624, Starbirds #2624, Space, Blue Scout, Derp, None, Green SB, 
2625, Starbirds #2625, Purple, Purple Royal, Green Eyes, Ear Muffs, Jetpack, 
2626, Starbirds #2626, Green Space, Blue Protector, Cyborg, Cyborg Antlers, None, 
2627, Starbirds #2627, Grey, Brown Protector, Neon Shades, Grey Hat, Gold chain, 
2628, Starbirds #2628, Green, Brown Figher, Rainbow Shades, Cyborg Antlers, Orange SB, 
2629, Starbirds #2629, Green Space, Grey Scout, Red Shades, None, Blue Hoodie, 
2630, Starbirds #2630, Pink, Red Fighter, Red Shades, Cyborg Antlers, None, 
2631, Starbirds #2631, Yellow, Black Protector, Angry Eyes, Black Red, Green SB, 
2632, Starbirds #2632, Yellow, Purple Fighter, Ruby, Red Bucket, None, 
2633, Starbirds #2633, Purple, Gold Royal, Round glasses, Beer Hat, Red Scarf, 
2634, Starbirds #2634, Clouds, Red Royal, Green Shades, Blue Bucket, Green SB, 
2635, Starbirds #2635, Blue, Brown Protector, Red Shades, Low Battery, Blue Hoodie, 
2636, Starbirds #2636, Green, Grey Royal, Green Eyes, Star, Blue Shirt, 
2637, Starbirds #2637, Pink, Grey Protector, Angry Eyes, Gold, Orange SB, 
2638, Starbirds #2638, Blue, Gold Royal, Sunset Shades, Star, Green Scarf, 
2639, Starbirds #2639, Gradient, Purple Protector, Aviators, Low Battery, Green Scarf, 
2640, Starbirds #2640, Green, Grey Protector, Green Shades, Red Bucket, Orange SB, 
2641, Starbirds #2641, Grey, Red Protector, Angry Eyes, Low Battery, Blue scarf, 
2642, Starbirds #2642, Green, Purple Scout, Tired, Indian, None, 
2643, Starbirds #2643, Space, Grey Scout, Round glasses, None, Blue Shirt, 
2644, Starbirds #2644, Blue, Red Fighter, Vipers, Space Ship, Blue Hoodie, 
2645, Starbirds #2645, Grey, Black Fighter, Round glasses, Cyborg Antlers, Jetpack, 
2646, Starbirds #2646, Grey, Brown Royal, Neon Shades, Moon, SB Tee, 
2647, Starbirds #2647, Green, Red Fighter, Green Shades, None, Halo, 
2648, Starbirds #2648, Yellow, Purple Fighter, Green Eyes, Robot Antenna, Halo, 
2649, Starbirds #2649, Green, Brown Protector, Vipers, Space Ship, Blue Hoodie, 
2650, Starbirds #2650, Purple, Gold Royal, Sleeping, Moon, Green SB, 
2651, Starbirds #2651, Green, Purple Scout, Tired, Star, None, 
2652, Starbirds #2652, Green, Blue Royal, Wide, None, Gold chain, 
2653, Starbirds #2653, Yellow, Grey Protector, Cyborg, Grey Hat, Cyber Jacket, 
2654, Starbirds #2654, Green Space, Blue Fighter, Red Shades, Grey Hat, Green Hoodie, 
2655, Starbirds #2655, Blue, Purple Scout, Tired, Cyborg Antlers, Green Scarf, 
2656, Starbirds #2656, Space, Gold Royal, Neon Shades, Black Red, Green SB, 
2657, Starbirds #2657, Pink, Red Protector, Angry Eyes, Wifi, Red Scarf, 
2658, Starbirds #2658, Purple, Brown Protector, Tired, White Bucket Hat, Orange SB, 
2659, Starbirds #2659, Grey, Brown Figher, Sunset Shades, Black Red, Halo, 
2660, Starbirds #2660, Grey, Brown Protector, Neon Shades, Micky Dee, Cyber Jacket, 
2661, Starbirds #2661, Pink, Gold Fighter, Wide, None, Green SB, 
2662, Starbirds #2662, Fire, Brown Royal, Green Shades, Moon, Red Scarf, 
2663, Starbirds #2663, Blue, Red Royal, Green Eyes, Indian, Jetpack, 
2664, Starbirds #2664, Blue, Brown Figher, Tired, Ear Muffs, SB Tee, 
2665, Starbirds #2665, Yellow, Blue Fighter, Round glasses, Hair, Blue scarf, 
2666, Starbirds #2666, Green Space, Blue Fighter, Neon Shades, Wizard Hat, Green SB, 
2667, Starbirds #2667, Grey, Red Fighter, Red Shades, None, Blue Shirt, 
2668, Starbirds #2668, Gradient, Black Fighter, Green Shades, White Bucket Hat, Blue Hoodie, 
2669, Starbirds #2669, Blue, Blue Fighter, Aviators, Baby Seal, Cyber Jacket, 
2670, Starbirds #2670, Purple Space, Black Protector, Sunset Shades, Low Battery, Blue Hoodie, 
2671, Starbirds #2671, Blue, Grey Protector, Sleeping, Moonrock, None, 
2672, Starbirds #2672, Green, Grey Protector, Wide, Ear Muffs, Green SB, 
2673, Starbirds #2673, Gradient, Brown Protector, Sunset Shades, Ear Muffs, Orange SB, 
2674, Starbirds #2674, Green, Black Protector, Round glasses, White Bucket Hat, Red Scarf, 
2675, Starbirds #2675, Gradient, Black Fighter, Vipers, Electricity, Blue Shirt, 
2676, Starbirds #2676, Purple, Gold Fighter, Tired, Moonrock, Green SB, 
2677, Starbirds #2677, Green, Purple Scout, Sunset Shades, Cyborg Antlers, SB Tee, 
2678, Starbirds #2678, Purple, Grey Scout, Vipers, Moon, Orange SB, 
2679, Starbirds #2679, Green, Purple Royal, Sunset Shades, Cyborg Antlers, Cyber Jacket, 
2680, Starbirds #2680, Green, Gold Fighter, Derp, Moon, Red Scarf, 
2681, Starbirds #2681, Purple Space, Red Protector, Derp, None, Cyber Jacket, 
2682, Starbirds #2682, Blue, Brown Scout, Sleeping, Low Battery, Green Hoodie, 
2683, Starbirds #2683, Yellow, Gold Protector, Round glasses, Space Ship, Green Scarf, 
2684, Starbirds #2684, Clouds, Red Protector, Sleeping, Ded, Green SB, 
2685, Starbirds #2685, Purple, Brown Protector, Wide, Blue Bucket, Blue Shirt, 
2686, Starbirds #2686, Purple Space, Red Protector, Green Shades, Cowboy, None, 
2687, Starbirds #2687, Yellow, Purple Fighter, Green Eyes, Wizard Hat, SB Tee, 
2688, Starbirds #2688, Blue, Blue Protector, Derp, Wizard Hat, Blue Hoodie, 
2689, Starbirds #2689, Clouds, Black Protector, Neon Shades, Indian, Kings Robe, 
2690, Starbirds #2690, Clouds, Blue Fighter, Stars, Ded, Green Scarf, 
2691, Starbirds #2691, Pink, Gold Fighter, Round glasses, Space Ship, Green Hoodie, 
2692, Starbirds #2692, Pink, Red Protector, Chill, Cowboy, Red SB, 
2693, Starbirds #2693, Pink, Gold Fighter, Wide, White Bucket Hat, Green SB, 
2694, Starbirds #2694, Green, Black Scout, Sunset Shades, White Bucket Hat, Green SB, 
2695, Starbirds #2695, Purple, Blue Scout, Derp, Wizard Hat, Red Scarf, 
2696, Starbirds #2696, Purple, Red Protector, Sunset Shades, White Bucket Hat, Halo, 
2697, Starbirds #2697, Yellow, Red Protector, Round glasses, Red Bucket, SB Tee, 
2698, Starbirds #2698, Yellow, Black Fighter, Neon Shades, Space Ship, Cyber Jacket, 
2699, Starbirds #2699, Purple Space, Black Royal, Round glasses, Gold, Blue Shirt, 
2700, Starbirds #2700, Grey, Purple Royal, Green Eyes, Black Red, Blue scarf, 
2701, Starbirds #2701, Pink, Red Fighter, Angry Eyes, Wizard Hat, Diamons Necklace, 
2702, Starbirds #2702, Pink, Brown Protector, Red Shades, Cowboy, Red SB, 
2703, Starbirds #2703, Pink, Red Protector, Round glasses, Grey Hat, Red Scarf, 
2704, Starbirds #2704, Blue, Blue Royal, Vipers, Cyborg Antlers, Blue Shirt, 
2705, Starbirds #2705, Purple, Blue Fighter, Tired, Ear Muffs, Red SB, 
2706, Starbirds #2706, Purple, Blue Fighter, Green Eyes, Hair, Blue Shirt, 
2707, Starbirds #2707, Green Space, Purple Scout, Tired, Moonrock, Blue scarf, 
2708, Starbirds #2708, Clouds, Brown Figher, Round glasses, Indian, Kings Robe, 
2709, Starbirds #2709, Clouds, Brown Protector, Tired, Moonrock, Red SB, 
2710, Starbirds #2710, Yellow, Blue Fighter, Stars, Indian, Gold Robe, 
2711, Starbirds #2711, Green, Black Protector, Red Shades, Baby Seal, Red Scarf, 
2712, Starbirds #2712, Grey, Brown Figher, Wide, Space Ship, SB Tee, 
2713, Starbirds #2713, Clouds, Brown Figher, Derp, Beer Hat, Green Scarf, 
2714, Starbirds #2714, Blue, Purple Fighter, Green Shades, Star, Green SB, 
2715, Starbirds #2715, Blue, Blue Scout, Wide, Star, None, 
2716, Starbirds #2716, Green Space, Grey Protector, Round glasses, Black Red, SB Tee, 
2717, Starbirds #2717, Purple Space, Grey Fighter, Neon Shades, Wifi, Orange SB, 
2718, Starbirds #2718, Purple Space, Red Protector, Derp, Cyborg Antlers, Jetpack, 
2719, Starbirds #2719, Pink, Brown Royal, Red Shades, White Bucket Hat, Diamons Necklace, 
2720, Starbirds #2720, Clouds, Black Royal, Wide, White Bucket Hat, Red SB, 
2721, Starbirds #2721, Space, Red, Tired, Baby Seal, None, 
2722, Starbirds #2722, Grey, Black Fighter, Aviators, Moonrock, Blue Hoodie, 
2723, Starbirds #2723, Yellow, Red Royal, Neon Shades, Moonrock, SB Tee, 
2724, Starbirds #2724, Yellow, Grey Royal, Cyborg, Cyborg Antlers, Gold Robe, 
2725, Starbirds #2725, Blue, Black Scout, Neon Shades, Star, Green SB, 
2726, Starbirds #2726, Pink, Blue Royal, Sunset Shades, Space Ship, Red SB, 
2727, Starbirds #2727, Green Space, Black Fighter, Vipers, White Bucket Hat, Gold chain, 
2728, Starbirds #2728, Green Space, Grey Royal, Vipers, Ear Muffs, None, 
2729, Starbirds #2729, Green Space, Purple Scout, Green Eyes, Grey Hat, Blue scarf, 
2730, Starbirds #2730, Purple Space, Gold Scout, Green Shades, None, Halo, 
2731, Starbirds #2731, Grey, Red Protector, Sleeping, White Bucket Hat, Cyber Jacket, 
2732, Starbirds #2732, Pink, Blue Protector, Cyborg, Electricity, Gold chain, 
2733, Starbirds #2733, Pink, Purple Fighter, Sleeping, Baby Seal, Blue scarf, 
2734, Starbirds #2734, Blue, Red Protector, Ruby, Robot Antenna, Orange SB, 
2735, Starbirds #2735, Pink, Purple Protector, Vipers, Cyborg Antlers, Kings Robe, 
2736, Starbirds #2736, Green Space, Brown Protector, Angry Eyes, Red Bucket, Green SB, 
2737, Starbirds #2737, Yellow, Black Fighter, Sunset Shades, Cowboy, SB Tee, 
2738, Starbirds #2738, Yellow, Blue Fighter, Tired, Space Ship, Diamons Necklace, 
2739, Starbirds #2739, Purple, Purple Fighter, Stars, Space Ship, Gold Robe, 
2740, Starbirds #2740, Gradient, Purple Royal, Chill, Moon, Blue Hoodie, 
2741, Starbirds #2741, Purple Space, Brown Protector, Red Shades, None, Gold Robe, 
2742, Starbirds #2742, Pink, Blue Scout, Vipers, Star, Red SB, 
2743, Starbirds #2743, Grey, Purple Fighter, Vipers, Moonrock, Green Scarf, 
2744, Starbirds #2744, Purple, Gold Fighter, Tired, Hair, None, 
2745, Starbirds #2745, Purple, Black Scout, Green Shades, Baby Seal, Green Scarf, 
2746, Starbirds #2746, Green, Brown Protector, Wide, Black Red, Cyber Jacket, 
2747, Starbirds #2747, Green Space, Purple Protector, Aviators, Wifi, None, 
2748, Starbirds #2748, Blue, Grey Protector, Sleeping, Ded, Green Hoodie, 
2749, Starbirds #2749, Purple Space, Red Fighter, Tired, Electricity, Gold chain, 
2750, Starbirds #2750, Pink, Red Fighter, Aviators, Electricity, None, 
2751, Starbirds #2751, Pink, Blue Protector, Green Eyes, Indian, Cyber Jacket, 
2752, Starbirds #2752, Blue, Red Fighter, Derp, Low Battery, Blue Shirt, 
2753, Starbirds #2753, Clouds, Red Fighter, Ruby, Red Bucket, Kings Robe, 
2754, Starbirds #2754, Grey, Blue Fighter, Round glasses, Red Bucket, Gold Robe, 
2755, Starbirds #2755, Grey, Brown Figher, Red Shades, Moonrock, Green Scarf, 
2756, Starbirds #2756, Grey, Grey Protector, Sleeping, None, Red SB, 
2757, Starbirds #2757, Grey, Purple Fighter, Wide, Cowboy, Blue Shirt, 
2758, Starbirds #2758, Blue, Red Fighter, Tired, Grey Hat, Blue scarf, 
2759, Starbirds #2759, Space, Black Scout, Derp, Robot Antenna, Blue Hoodie, 
2760, Starbirds #2760, Blue, Blue Fighter, Round glasses, Ear Muffs, Red SB, 
2761, Starbirds #2761, Green Space, Grey Scout, Cyborg, Cyborg Antlers, Blue Hoodie, 
2762, Starbirds #2762, Yellow, Brown Protector, Stars, Red Bucket, Blue Shirt, 
2763, Starbirds #2763, Blue, Brown Royal, Green Shades, Wizard Hat, Cyber Jacket, 
2764, Starbirds #2764, Purple Space, Grey Fighter, Sleeping, Red Bucket, None, 
2765, Starbirds #2765, Pink, Brown Scout, Vipers, Black Red, Orange SB, 
2766, Starbirds #2766, Pink, Red Fighter, Angry Eyes, Black Red, Red SB, 
2767, Starbirds #2767, Yellow, Grey Scout, Sunset Shades, Low Battery, Jetpack, 
2768, Starbirds #2768, Blue, Red Fighter, Tired, Electricity, Gold Robe, 
2769, Starbirds #2769, Green Space, Red Royal, Tired, Cowboy, SB Tee, 
2770, Starbirds #2770, Clouds, Red Protector, Sleeping, Black Red, Blue Hoodie, 
2771, Starbirds #2771, Green, Purple Fighter, Vipers, Wizard Hat, Orange SB, 
2772, Starbirds #2772, Grey, Gold Protector, Angry Eyes, Low Battery, Green SB, 
2773, Starbirds #2773, Purple, Purple Fighter, Aviators, None, Orange SB, 
2774, Starbirds #2774, Space, Gold Royal, Round glasses, Moon, Blue Shirt, 
2775, Starbirds #2775, Purple, Gold Fighter, Green Eyes, Hair, Green Hoodie, 
2776, Starbirds #2776, Green, Brown Figher, Sunset Shades, Baby Seal, None, 
2777, Starbirds #2777, Pink, Black Scout, Neon Shades, Crown, None, 
2778, Starbirds #2778, Pink, Brown Figher, Green Shades, Low Battery, Green SB, 
2779, Starbirds #2779, Clouds, Brown Figher, Angry Eyes, Space Ship, Blue Shirt, 
2780, Starbirds #2780, Blue, Purple Protector, Rainbow Shades, Ear Muffs, Red Scarf, 
2781, Starbirds #2781, Purple Space, Black Fighter, Stars, Ear Muffs, None, 
2782, Starbirds #2782, Yellow, Blue Fighter, Round glasses, Robot Antenna, Blue Shirt, 
2783, Starbirds #2783, Purple Space, Red Protector, Tired, Hair, Green Scarf, 
2784, Starbirds #2784, Grey, Black Fighter, Rainbow Shades, Cowboy, Green SB, 
2785, Starbirds #2785, Blue, Grey Protector, Stars, Wizard Hat, Diamons Necklace, 
2786, Starbirds #2786, Blue, Blue Fighter, Tired, Moon, Cyber Jacket, 
2787, Starbirds #2787, Yellow, Black Protector, Sunset Shades, Moon, Green Hoodie, 
2788, Starbirds #2788, Purple Space, Red, Chill, Blue Bucket, Blue scarf, 
2789, Starbirds #2789, Green, Grey Scout, Round glasses, Ear Muffs, Red SB, 
2790, Starbirds #2790, Purple, Brown Scout, Chill, Beer Hat, Blue scarf, 
2791, Starbirds #2791, Gradient, Black Fighter, Sleeping, Hair, Orange SB, 
2792, Starbirds #2792, Green, Black Royal, Sunset Shades, Ded, Green Hoodie, 
2793, Starbirds #2793, Yellow, Blue Royal, Round glasses, Hair, Green Scarf, 
2794, Starbirds #2794, Gradient, Gold Fighter, Wide, Star, Green SB, 
2795, Starbirds #2795, Green Space, Red Fighter, Round glasses, Cowboy, Cyber Jacket, 
2796, Starbirds #2796, Green, Grey Scout, Cyborg, None, Blue Shirt, 
2797, Starbirds #2797, Blue, Black Protector, Derp, Indian, Cyber Jacket, 
2798, Starbirds #2798, Yellow, Red Protector, Aviators, Beer Hat, Gold Robe, 
2799, Starbirds #2799, Yellow, Black Royal, Red Shades, Wizard Hat, Halo, 
2800, Starbirds #2800, Green, Grey Royal, Vipers, Moon, None, 
2801, Starbirds #2801, Green, Black Protector, Chill, Cyborg Antlers, Blue Hoodie, 
2802, Starbirds #2802, Purple, Black Fighter, Green Eyes, Ear Muffs, Orange SB, 
2803, Starbirds #2803, Purple, Red, Stars, Low Battery, None, 
2804, Starbirds #2804, Green Space, Brown Protector, Wide, Red Bucket, Green SB, 
2805, Starbirds #2805, Blue, Brown Protector, Round glasses, Space Ship, Gold chain, 
2806, Starbirds #2806, Grey, Purple Royal, Green Eyes, Moon, Red Scarf, 
2807, Starbirds #2807, Clouds, Blue Scout, Stars, Robot Antenna, Gold chain, 
2808, Starbirds #2808, Green, Black Protector, Vipers, None, Orange SB, 
2809, Starbirds #2809, Grey, Black Scout, Aviators, Beer Hat, Gold Robe, 
